"priceper","year","dateoftransfer","propertytype","duration","price","postcode","lad23cd","transactionid","lmk_key","tfarea","numberrooms","classt","CURRENT_ENERGY_EFFICIENCY","POTENTIAL_ENERGY_EFFICIENCY","CONSTRUCTION_AGE_BAND"
7852.65562535694,2010,2010-11-05,"F","L",550000,"EC2Y 8BT","E09000001","{CA9C09A2-DFE3-4CD5-ABC2-BD20B2457366}","514020199202010071507414276709248",70.04,2,11,74,76,"England and Wales: 1967-1975"
3312.39291833238,2000,2000-10-06,"F","L",232000,"EC2Y 8BT","E09000001","{B6732A85-AACD-4DD5-B176-C53C34C657CD}","514020199202010071507414276709248",70.04,2,11,74,76,"England and Wales: 1967-1975"
8495.14563106796,2007,2007-09-26,"F","L",595000,"EC2Y 8BT","E09000001","{D4AC2F73-70EA-40AF-8D11-72FB474D9496}","514020199202010071507414276709248",70.04,2,11,74,76,"England and Wales: 1967-1975"
11993.1467732724,2019,2019-08-28,"F","L",840000,"EC2Y 8BT","E09000001","{93E6821E-98D9-40FD-E053-6B04A8C0C1DF}","514020199202010071507414276709248",70.04,2,11,74,76,"England and Wales: 1967-1975"
2355.79668760708,1999,1999-04-14,"F","L",165000,"EC2Y 8BT","E09000001","{7DB20E3A-7512-43AC-9270-E06E7609DEE8}","514020199202010071507414276709248",70.04,2,11,74,76,"England and Wales: 1967-1975"
3481.56353853458,1999,1999-12-22,"F","L",220000,"EC2Y 8AH","E09000001","{8EA8367D-41D0-4E92-8920-822F5ADC41AC}","231541062132009020918592837068208",63.19,3,12,76,78,"England and Wales: 1996-2002"
13025.0256110054,2023,2023-02-22,"F","L",890000,"EC2Y 8BT","E09000001","{F87E72F9-3883-176C-E053-6B04A8C0D2BE}","187069510262008112819393574288148",68.33,2,11,68,70,"England and Wales: 1967-1975"
2231.81618615542,1997,1997-06-23,"F","L",152500,"EC2Y 8BT","E09000001","{92C60174-79E3-4BF6-BEDB-4243B6EF7318}","187069510262008112819393574288148",68.33,2,11,68,70,"England and Wales: 1967-1975"
5692.96063222596,2006,2006-07-17,"F","L",389000,"EC2Y 8BT","E09000001","{5FD305C1-B12B-4F17-8BE7-9DA856846080}","187069510262008112819393574288148",68.33,2,11,68,70,"England and Wales: 1967-1975"
9439.48485291966,2013,2013-02-01,"F","L",645000,"EC2Y 8BT","E09000001","{5D498D86-38C0-43B0-B051-676FF95BA9D2}","187069510262008112819393574288148",68.33,2,11,68,70,"England and Wales: 1967-1975"
16474.358974359,2016,2016-10-24,"F","L",642500,"EC2Y 9BA","E09000001","{42A5A708-BABE-56E8-E050-A8C06205331E}","ccbf7ed15478aaefa756aed2ab0cd58129c95da17f0266e6f266cdfbb68d632a",39,2,11,82,82,"England and Wales: 2012 onwards"
7216.16420782553,2013,2013-03-22,"F","L",450000,"EC4V 3PA","E09000001","{8C4629D3-BA78-44D9-8346-56A78DAF9EC9}","326738070962009071601000344458421",62.36,2,11,74,76,"England and Wales: 2007 onwards"
5909.23669018602,2008,2008-02-20,"F","L",368500,"EC4V 3PA","E09000001","{CFAEE613-68B7-4127-9DC9-3E308C698DF7}","326738070962009071601000344458421",62.36,2,11,74,76,"England and Wales: 2007 onwards"
6279.06976744186,2005,2005-04-28,"F","L",270000,"EC1A 9JR","E09000001","{AE958D0F-2524-4A2E-BFD9-E4BA40F7D7FD}","1768408981712019112620112499219764",43,2,11,43,58,"England and Wales: 1900-1929"
4651.16279069767,2002,2002-08-12,"F","L",200000,"EC1A 9JR","E09000001","{50D90518-B3CC-4994-AC91-C82726AF03E0}","1768408981712019112620112499219764",43,2,11,43,58,"England and Wales: 1900-1929"
3958.33333333333,2003,2003-02-14,"F","L",285000,"EC2Y 8BT","E09000001","{B5701D63-3BE5-4E60-B2FE-4BC40363CC42}","79101465b54948916ee3ba40897fb95ed5d5d2c33e917c2813fb21186f973071",72,3,11,57,58,"England and Wales: 1983-1990"
8666.66666666667,2008,2008-08-11,"F","L",494000,"EC2Y 8BT","E09000001","{7D774105-A9DB-4EE0-AE91-0077EE3FBF35}","afa6f2c11b2f985dffd8bed865bb13c6bf218e6706e029f9eecb66cde956f63b",57,2,11,42,43,"England and Wales: 1976-1982"
13596.4912280702,2023,2023-03-24,"F","L",775000,"EC2Y 8BT","E09000001","{FD226035-7A68-4CB7-E053-4804A8C00430}","afa6f2c11b2f985dffd8bed865bb13c6bf218e6706e029f9eecb66cde956f63b",57,2,11,42,43,"England and Wales: 1976-1982"
2614.0350877193,1999,1999-06-04,"F","L",149000,"EC2Y 8BT","E09000001","{315A1410-3B65-4CEF-A7F6-1FDA76745936}","afa6f2c11b2f985dffd8bed865bb13c6bf218e6706e029f9eecb66cde956f63b",57,2,11,42,43,"England and Wales: 1976-1982"
4295.77464788732,2003,2003-04-08,"F","L",305000,"EC2Y 8BT","E09000001","{20A50805-34CD-4170-A32A-E1A96C303575}","1362883299642015091020445134850518",71,3,11,60,74,"England and Wales: 1950-1966"
12676.0563380282,2016,2016-03-31,"F","L",900000,"EC2Y 8BT","E09000001","{31FB4C17-B0AA-57B9-E050-A8C063053436}","1362883299642015091020445134850518",71,3,11,60,74,"England and Wales: 1950-1966"
12042.2535211268,2019,2019-03-14,"F","L",855000,"EC2Y 8BT","E09000001","{8A78B2AF-D480-5CB0-E053-6B04A8C0F504}","145542532712014112715511995249950",71,3,12,70,72,"England and Wales: 1950-1966"
8870.96774193548,2013,2013-02-07,"F","L",1100000,"EC2Y 8NJ","E09000001","{A939D58B-7BA7-47E6-8F6F-2E0204E4B97A}","832867921232012090721522186078202",124,4,11,64,67,"England and Wales: 1967-1975"
2116.93548387097,1998,1998-01-12,"F","L",262500,"EC2Y 8NJ","E09000001","{59EB4DF5-8DBE-4628-BF11-975A44D2687F}","832867921232012090721522186078202",124,4,11,64,67,"England and Wales: 1967-1975"
4959.67741935484,2005,2005-03-30,"F","L",615000,"EC2Y 8NJ","E09000001","{36A4ADDB-4779-4501-AF6D-4593C18254B0}","832867921232012090721522186078202",124,4,11,64,67,"England and Wales: 1967-1975"
10496.8509447166,2018,2018-01-31,"F","L",600000,"EC4V 3PA","E09000001","{68FEB20B-5EFA-38DA-E053-6C04A8C051AE}","155999910062008100623015561068478",57.16,2,11,73,75,"England and Wales: 2007 onwards"
5965.71028691393,2008,2008-05-19,"F","L",341000,"EC4V 3PA","E09000001","{16493AFF-038E-4C66-94DA-2EE1EB27319E}","155999910062008100623015561068478",57.16,2,11,73,75,"England and Wales: 2007 onwards"
2065.65573770492,1997,1997-03-21,"F","L",126005,"EC2Y 8AH","E09000001","{FAA119CE-416E-4B2D-A7C1-0C64FF854E7F}","1822402082002020090221264772100028",61,3,11,70,76,"England and Wales: 1991-1995"
3606.55737704918,1997,1997-12-23,"F","L",220000,"EC2Y 8AH","E09000001","{70F20EBB-A1E0-4429-8BA3-1BE4405DB34F}","1822402082002020090221264772100028",61,3,11,70,76,"England and Wales: 1991-1995"
4426.22950819672,2003,2003-03-05,"F","L",270000,"EC2Y 8AH","E09000001","{3ACC68C3-64C5-43F6-AB26-5BD542D2CDA6}","1822402082002020090221264772100028",61,3,11,70,76,"England and Wales: 1991-1995"
4136.50465356773,2003,2003-11-21,"F","L",240000,"EC2Y 8AH","E09000001","{FCC67535-93F1-4AA9-81F8-CED328E45692}","338943660542009081818221967519588",58.02,2,12,79,80,"England and Wales: 1996-2002"
3188.55567045846,1997,1997-12-23,"F","L",185000,"EC2Y 8AH","E09000001","{805E1571-199B-4F48-A75B-942C86B71224}","338943660542009081818221967519588",58.02,2,12,79,80,"England and Wales: 1996-2002"
6980.35160289555,2012,2012-06-08,"F","L",405000,"EC2Y 8AH","E09000001","{E3A8B77A-E09F-4717-BE0A-F5BA5757F61D}","338943660542009081818221967519588",58.02,2,12,79,80,"England and Wales: 1996-2002"
1823.25060324026,1997,1997-03-21,"F","L",105785,"EC2Y 8AH","E09000001","{A57C89E6-ED6E-4DD0-9529-E85864CA2E63}","338943660542009081818221967519588",58.02,2,12,79,80,"England and Wales: 1996-2002"
4733.25,2000,2000-02-25,"F","L",283995,"EC4V 3PR","E09000001","{E9C0F2ED-1BD5-448F-96BE-1DC5DF2A4DDB}","958286986732013062500032565278702",60,3,12,80,81,"England and Wales: 1996-2002"
3437.5,1999,1999-12-22,"F","L",220000,"EC2Y 8AH","E09000001","{438C05B6-255A-4116-982F-7B194C1F8697}","198333970962008121518184765858558",64,3,12,68,80,"England and Wales: 1983-1990"
3464.84375,1997,1997-12-24,"F","L",221750,"EC2Y 8AH","E09000001","{3AF9B6ED-946F-4E7A-94BD-109BC6A9E1E1}","198333970962008121518184765858558",64,3,12,68,80,"England and Wales: 1983-1990"
6433.59375,2008,2008-01-31,"F","L",411750,"EC2Y 8AH","E09000001","{983B21AF-E0B2-4EDE-87BD-2B32969E8718}","198333970962008121518184765858558",64,3,12,68,80,"England and Wales: 1983-1990"
2374.078125,1997,1997-03-21,"F","L",151941,"EC2Y 8AH","E09000001","{E7DAD44B-F181-496F-9164-9216CCC039A8}","198333970962008121518184765858558",64,3,12,68,80,"England and Wales: 1983-1990"
12564.1025641026,2024,2024-06-20,"F","L",490000,"EC2Y 9AZ","E09000001","{1EAE3DF6-20FB-9EB1-E063-4704A8C09D02}","b4432ceef0faa26337ef621aff2c9f6123474885cd9422445771f859f788d275",39,1,11,84,84,"England and Wales: 2007-2011"
12407.4074074074,2023,2023-12-07,"F","L",670000,"EC2Y 9BA","E09000001","{1061746D-9D12-3C34-E063-4804A8C0F9E7}","6c2fd6d553e78baf5a96eed880b475da08b7e114c84ff29e6c272e99cc9d8a5d",54,2,11,83,83,"England and Wales: 2007-2011"
4946.34473507713,2009,2009-09-28,"F","L",590000,"EC4V 3PA","E09000001","{624EBC19-9761-471B-817E-351A8C9A9BA2}","217489600642009012822305559712388",119.28,3,12,78,79,"England and Wales: 2007 onwards"
6722.22222222222,2008,2008-02-20,"F","L",363000,"EC4V 3PA","E09000001","{BF0EE695-C1C3-4B9F-A81F-4B79A46A5A79}","774387649922012041115341147098032",54,2,12,74,77,"England and Wales: 2007 onwards"
8240.74074074074,2012,2012-07-27,"F","L",445000,"EC4V 3PA","E09000001","{5C6D377A-CE36-4F75-8CD5-195F1D82D566}","774387649922012041115341147098032",54,2,12,74,77,"England and Wales: 2007 onwards"
2008.25806451613,1997,1997-03-21,"F","L",124512,"EC2Y 8AH","E09000001","{DAFDE832-0D55-4A63-A13E-C0782C06D753}","1337270339262015062611273027668075",62,3,11,73,73,"England and Wales: 1996-2002"
4032.25806451613,2003,2003-08-08,"F","L",250000,"EC2Y 8AH","E09000001","{5B8A9EE3-ABCB-43F5-80A2-9683E06698D7}","1337270339262015062611273027668075",62,3,11,73,73,"England and Wales: 1996-2002"
3399.1935483871,1997,1997-12-23,"F","L",210750,"EC2Y 8AH","E09000001","{F8959C33-FA45-4DDF-AEEB-3DD162768193}","1337270339262015062611273027668075",62,3,11,73,73,"England and Wales: 1996-2002"
7408.16326530612,2008,2008-05-14,"F","L",363000,"EC4V 3PA","E09000001","{D80E3462-41F5-4072-8141-310B937FFFA4}","1372266570532015100820403172078392",49,2,11,74,77,"England and Wales: 2007 onwards"
21569.9607843137,2023,2023-08-01,"T","L",2200136,"EC2Y 8DP","E09000001","{06C9F487-1B02-9388-E063-4804A8C0BD98}","224765220962009021622173037268601",102,6,11,35,38,"England and Wales: 1967-1975"
10294.1176470588,2009,2009-07-22,"T","L",1050000,"EC2Y 8DP","E09000001","{2593A30E-7E0E-417F-9E69-549FC089B3F5}","224765220962009021622173037268601",102,6,12,35,38,"England and Wales: 1967-1975"
1969.18696614995,1997,1997-03-21,"F","L",124492,"EC2Y 8AH","E09000001","{ECD35CB5-9EF8-4CB4-8458-754ADEF2F165}","492016243152011072212313294290275",63.22,3,11,70,73,"England and Wales: 1996-2002"
14102.5641025641,2022,2022-02-03,"F","L",550000,"EC2Y 9AZ","E09000001","{D93B27B0-3348-3100-E053-6C04A8C08887}","69068f4447f597e5b866d09a0a4bea23e5ef5a6e4c18bd472a42220150245cf5",39,2,11,82,82,"England and Wales: 2012 onwards"
7891.35621214902,2011,2011-05-27,"F","L",430000,"EC4V 3PA","E09000001","{B1F7DFE0-13F4-470F-98C8-16DC0AF7E554}","557006369262010102610482401058430",54.49,2,12,70,72,"England and Wales: 2007 onwards"
7946.41218572215,2008,2008-05-01,"F","L",433000,"EC4V 3PA","E09000001","{AB5E6AF9-6DD8-4AB8-9168-E9A6963748F0}","557006369262010102610482401058430",54.49,2,12,70,72,"England and Wales: 2007 onwards"
3809.85086342229,2002,2002-03-21,"F","L",388300,"EC2Y 8AH","E09000001","{8C8CCC27-F84E-4908-A367-9FAC6B2D5BCC}","646813116932011062611073305268207",101.92,3,11,66,71,"England and Wales: 1996-2002"
8045.52590266876,2014,2014-02-20,"F","L",820000,"EC2Y 8AH","E09000001","{04C2C249-4EDB-4C1D-AE63-24A7DB605DA8}","646813116932011062611073305268207",101.92,3,11,66,71,"England and Wales: 1996-2002"
2845.36891679749,2000,2000-06-06,"F","L",290000,"EC2Y 8AH","E09000001","{D1D1C8EA-0FBB-4FEB-A8D0-569E9C162A19}","646813116932011062611073305268207",101.92,3,11,66,71,"England and Wales: 1996-2002"
2502.94348508634,1997,1997-01-10,"F","L",255100,"EC2Y 8AH","E09000001","{F5F8CE27-35ED-42B6-8F45-3A98A18334EF}","646813116932011062611073305268207",101.92,3,11,66,71,"England and Wales: 1996-2002"
5249.21507064364,2007,2007-04-26,"F","L",535000,"EC2Y 8AH","E09000001","{92D04B7F-77C5-4EFE-AED4-74D5D6B79F57}","646813116932011062611073305268207",101.92,3,11,66,71,"England and Wales: 1996-2002"
3797.46835443038,2002,2002-03-08,"F","L",240000,"EC2Y 8AH","E09000001","{43139272-3F80-4CDE-AAF4-6578F45571DA}","221969010052009020523543005010153",63.2,3,12,77,79,"England and Wales: 1996-2002"
2468.35443037975,1997,1997-02-18,"F","L",156000,"EC2Y 8AH","E09000001","{81589854-BFF2-4D68-BAC3-7F8A4BF7609D}","221969010052009020523543005010153",63.2,3,12,77,79,"England and Wales: 1996-2002"
15452.0547945205,2023,2023-12-21,"F","L",1128000,"EC2Y 9AZ","E09000001","{1061746D-9D0D-3C34-E063-4804A8C0F9E7}","447fd1c9ef64ee3256bf2069b502f1d0cf1f819189d0b8dd165a09ba360e64d1",73,3,11,84,84,"England and Wales: 2007-2011"
2765.48672566372,2003,2003-11-11,"F","L",312500,"EC2Y 8AH","E09000001","{D697E79D-E453-42FF-9834-B8F0084C2478}","1694509059042019020200000665212218",113,3,11,76,82,"England and Wales: 1983-1990"
1946.90265486726,1997,1997-03-14,"F","L",220000,"EC2Y 8AH","E09000001","{BDF62904-5094-4297-A69B-B68303C57422}","1694509059042019020200000665212218",113,3,11,76,82,"England and Wales: 1983-1990"
5853.08056872038,2008,2008-02-22,"F","L",370500,"EC4V 3PA","E09000001","{9ACCE9A1-5AC4-4126-8D98-F6770D154F28}","213107350402009011520520950619758",63.3,2,11,79,81,"England and Wales: 2007 onwards"
5303.90368091652,2009,2009-05-29,"F","L",499999,"EC4V 3PA","E09000001","{BECA53F8-3D07-4600-8A71-6241E8494866}","219872541612009012822313301210955",94.27,3,12,75,77,"England and Wales: 2007 onwards"
11803.0412744388,2019,2019-12-18,"F","L",815000,"EC2Y 8BT","E09000001","{9DBAD222-02D8-6EB3-E053-6B04A8C0F257}","363806784452009091521475104910869",69.05,2,11,66,67,"England and Wales: 1967-1975"
2461.98406951484,1998,1998-02-13,"F","L",170000,"EC2Y 8BT","E09000001","{553B4EF8-AD6A-4DC5-905F-C290EDFF7480}","363806784452009091521475104910869",69.05,2,11,66,67,"England and Wales: 1967-1975"
2590.29275808937,1997,1997-03-21,"F","L",168110,"EC2Y 8AH","E09000001","{83EE97E5-A9DC-4162-965F-C3E86FBD89CB}","627651359602011051122172586699708",64.9,3,12,74,76,"England and Wales: 1996-2002"
3620.95531587057,2000,2000-10-31,"F","L",235000,"EC2Y 8AH","E09000001","{6488F077-0B80-44B6-9FC1-909851B3FF1B}","627651359602011051122172586699708",64.9,3,12,74,76,"England and Wales: 1996-2002"
7434.51463790447,2011,2011-08-09,"F","L",482500,"EC2Y 8AH","E09000001","{B2DF5CDD-7BAC-4A3F-B4CD-556756262586}","627651359602011051122172586699708",64.9,3,12,74,76,"England and Wales: 1996-2002"
2662.33766233766,1997,1997-03-14,"F","L",205000,"EC2Y 8AH","E09000001","{4BF147A1-7C2D-4F7C-A0EE-777309C7E37B}","1317866179342015050521135231550358",77,3,11,83,86,"England and Wales: 1983-1990"
5324.67532467533,2006,2006-10-20,"F","L",410000,"EC2Y 8AH","E09000001","{604A52D0-381B-479E-86B1-E4F86356E344}","1317866179342015050521135231550358",77,3,11,83,86,"England and Wales: 1983-1990"
10700,2021,2021-06-18,"F","L",535000,"EC2Y 8AH","E09000001","{D22473F5-B9FD-7B40-E053-6C04A8C0A630}","1731889316132019062610182413278705",50,2,11,66,68,"England and Wales: 1991-1995"
2040,1997,1997-02-18,"F","L",102000,"EC2Y 8AH","E09000001","{AB4B7E3F-052A-4F79-A6AA-57AEA2148C51}","1731889316132019062610182413278705",50,2,11,66,68,"England and Wales: 1991-1995"
7265.30612244898,2008,2008-02-22,"F","L",445000,"EC4V 3PA","E09000001","{55994BBE-9C1A-4DB1-A7FA-80663648095E}","213045650442009011520292354619658",61.25,2,12,79,81,"England and Wales: 2007 onwards"
7510.20408163265,2012,2012-12-06,"F","L",460000,"EC4V 3PA","E09000001","{507F3E26-23CD-4796-B4E5-6218B2271D82}","213045650442009011520292354619658",61.25,2,12,79,81,"England and Wales: 2007 onwards"
3492.53731343284,1999,1999-12-17,"F","L",234000,"EC4V 3PR","E09000001","{09777A25-8306-4C89-A400-CCB85113F69B}","875344397212013012307092094270908",67,3,11,75,78,"England and Wales: 1996-2002"
14230.7692307692,2024,2024-04-30,"F","L",555000,"EC2Y 9BA","E09000001","{237B17FD-92B7-22AC-E063-4804A8C0EA3A}","1661611089062018090717263480938578",39,1,11,82,82,"INVALID!"
10737.9929714955,2014,2014-04-01,"F","L",825000,"EC2Y 8AH","E09000001","{3EF591E6-E0D9-4053-AE0A-53D9AF517256}","222809655952009012908213801210659",76.83,3,12,75,79,"England and Wales: 1991-1995"
2434.27046726539,1997,1997-02-28,"F","L",187025,"EC2Y 8AH","E09000001","{A1964C9D-75D8-4204-B195-A0326020FD48}","222809655952009012908213801210659",76.83,3,12,75,79,"England and Wales: 1991-1995"
8229.42643391521,2008,2008-05-12,"F","L",264000,"EC4V 3PA","E09000001","{E6B0540A-FF69-4386-BB19-58201EE1A86C}","155199910832008100710503752068490",32.08,1,12,75,77,"England and Wales: 2007 onwards"
8571.42857142857,2021,2021-06-25,"F","L",660000,"EC2Y 8AH","E09000001","{D22473F5-BA08-7B40-E053-6C04A8C0A630}","196183529222019102814363075758071",77,3,12,79,86,"England and Wales: 1996-2002"
3928.57142857143,2001,2001-12-18,"F","L",220000,"EC4V 3PR","E09000001","{95511B4D-2CFC-4810-8C32-0CF4D3D579C4}","1792294562502020031307325265909628",56,1,11,77,77,"England and Wales: 1996-2002"
2892.85714285714,1999,1999-12-15,"F","L",162000,"EC4V 3PR","E09000001","{737A21C0-74D4-4AE5-B34E-EF13EA4FE7FE}","1792294562502020031307325265909628",56,1,11,77,77,"England and Wales: 1996-2002"
3173.54043920728,1999,1999-12-15,"F","L",237000,"EC4V 3PR","E09000001","{405676F6-10BD-4176-9F81-AA8CB9630F65}","92621329222011102421064846148179",74.68,3,11,79,82,"England and Wales: 1991-1995"
3334.22603106588,2000,2000-11-08,"F","L",249000,"EC4V 3PR","E09000001","{77E6241F-8CA9-4CE5-BD44-477E07C445F4}","92621329222011102421064846148179",74.68,3,11,79,82,"England and Wales: 1991-1995"
5017.26589477961,2009,2009-04-22,"F","L",247000,"EC4V 3PA","E09000001","{E1274183-8C48-4A39-A3F5-68C72E545463}","281517470002009051117525467119998",49.23,2,11,78,80,"England and Wales: 2007 onwards"
9750.15234613041,2017,2017-12-20,"F","L",480000,"EC4V 3PA","E09000001","{61D8894D-D004-3DE6-E053-6C04A8C01207}","281517470002009051117525467119998",49.23,2,11,78,80,"England and Wales: 2007 onwards"
6786.42714570858,2009,2009-07-31,"F","L",340000,"EC4V 3PR","E09000001","{92FC4664-F5A2-4996-B4AE-50F341225BB4}","260881632612009040220035501010064",50.1,2,12,75,77,"England and Wales: 1996-2002"
3233.53293413174,1999,1999-12-22,"F","L",162000,"EC4V 3PR","E09000001","{E1CE57CE-4EDC-478A-B145-991D1D1F6FE4}","260881632612009040220035501010064",50.1,2,12,75,77,"England and Wales: 1996-2002"
4690.61876247505,2001,2001-10-19,"F","L",235000,"EC4V 3PR","E09000001","{608B8C7D-3403-4ABE-92F0-1DE1BFDEECFE}","260881632612009040220035501010064",50.1,2,12,75,77,"England and Wales: 1996-2002"
3082.39436619718,1997,1997-12-23,"F","L",218850,"EC2Y 8AH","E09000001","{C1074CD0-D6B3-40AC-9663-E87E31B589A2}","01f519b31cb6345ea1f6639b4e0698c635b11bb963e95c1fc35e66f8bc20f07d",71,3,11,75,79,"England and Wales: 1996-2002"
1895.0985915493,1997,1997-03-21,"F","L",134552,"EC2Y 8AH","E09000001","{ABAB1C50-27B3-4E35-8A5F-C0FB3CA26FC5}","01f519b31cb6345ea1f6639b4e0698c635b11bb963e95c1fc35e66f8bc20f07d",71,3,11,75,79,"England and Wales: 1996-2002"
4014.08450704225,2005,2005-01-26,"F","L",285000,"EC2Y 8AH","E09000001","{6ECD1188-B431-4E22-81D0-79A074BAE2B4}","01f519b31cb6345ea1f6639b4e0698c635b11bb963e95c1fc35e66f8bc20f07d",71,3,11,75,79,"England and Wales: 1996-2002"
3309.85915492958,1999,1999-12-22,"F","L",235000,"EC2Y 8AH","E09000001","{55DA24B6-A488-4188-A52D-C34A9E8F2F6C}","01f519b31cb6345ea1f6639b4e0698c635b11bb963e95c1fc35e66f8bc20f07d",71,3,11,75,79,"England and Wales: 1996-2002"
9676.05633802817,2024,2024-09-17,"F","L",687000,"EC2Y 8AH","E09000001","{25E9DA81-26A1-555E-E063-4704A8C066F2}","01f519b31cb6345ea1f6639b4e0698c635b11bb963e95c1fc35e66f8bc20f07d",71,3,11,75,79,"England and Wales: 1996-2002"
11319.4444444444,2014,2014-02-21,"F","L",815000,"EC2Y 8BT","E09000001","{26F64B88-0397-4DAD-A122-F5323565FA82}","1826678285252020091722242821900570",72,3,11,46,50,"England and Wales: 1967-1975"
2708.33333333333,1999,1999-09-01,"F","L",195000,"EC2Y 8BT","E09000001","{2257FA75-EBB5-45F0-96B7-E952D06E7E69}","1826678285252020091722242821900570",72,3,11,46,50,"England and Wales: 1967-1975"
1638.88888888889,1997,1997-01-17,"F","L",118000,"EC2Y 8BT","E09000001","{8943A796-8D3E-459F-BB34-08DAD88CA417}","1826678285252020091722242821900570",72,3,11,46,50,"England and Wales: 1967-1975"
7413.04347826087,2008,2008-05-01,"F","L",341000,"EC4V 3PA","E09000001","{31D02701-F5EB-438B-BBBF-66873C3729A1}","154127930062008100709581701238248",46,2,12,78,80,"England and Wales: 2007 onwards"
14615.3846153846,2018,2018-10-10,"F","L",760000,"EC2Y 8BT","E09000001","{79A74E21-E36A-1289-E053-6B04A8C01627}","805882276232012062520232885268004",52,2,11,53,75,"England and Wales: 1967-1975"
9615.38461538462,2012,2012-12-20,"F","L",500000,"EC2Y 8BT","E09000001","{0D804240-74FC-4D28-81C8-37255D0F3DF4}","805882276232012062520232885268004",52,2,11,53,75,"England and Wales: 1967-1975"
9245.28301886793,2014,2014-02-21,"F","L",490000,"EC4V 3PA","E09000001","{09B13D1C-1A2D-41EB-97DB-EF47F6063973}","162461349922012081521342041958052",53,2,12,75,78,"England and Wales: 2007 onwards"
6423.98286937902,2009,2009-09-03,"F","L",600000,"EC4V 3PA","E09000001","{E38A143E-242E-45B5-B426-456B8714ADE5}","215112300242009090116020154710798",93.4,3,12,64,66,"England and Wales: 2007 onwards"
6086.88470432772,2008,2008-02-20,"F","L",368500,"EC4V 3PA","E09000001","{CA7C4398-E119-432A-97FE-514DCE9D8AA5}","244505820842009031620155453919168",60.54,2,11,79,81,"England and Wales: 2007 onwards"
7061.44697720515,2011,2011-11-25,"F","L",427500,"EC4V 3PA","E09000001","{6CFD6FFA-C85F-418B-9161-295102A4F38F}","244505820842009031620155453919168",60.54,2,11,79,81,"England and Wales: 2007 onwards"
3449.40867279895,2000,2000-03-22,"F","L",210000,"EC2Y 8AH","E09000001","{D9EF9B3C-13BB-49B1-91D3-EA5887BC9400}","352433290222009082721323636138511",60.88,3,12,67,72,"England and Wales: 1996-2002"
2587.05650459921,1997,1997-02-13,"F","L",157500,"EC2Y 8AH","E09000001","{CB81742B-5F2D-4A86-8F4B-B3627C5C0EDA}","352433290222009082721323636138511",60.88,3,12,67,72,"England and Wales: 1996-2002"
2579.6437259672,1997,1997-02-18,"F","L",164362,"EC2Y 8AH","E09000001","{229C10BE-A9E0-4BBB-A5CE-782201ED7DE4}","246359163212009031614110802910452",63.715,3,12,73,77,"England and Wales: 1996-2002"
12358.9743589744,2019,2019-07-17,"F","L",482000,"EC2Y 9AZ","E09000001","{8F1B26BD-44B3-53DB-E053-6C04A8C03649}","debb0a04aaa76f551e430130a3a64e941dde34e51de98f145584b06932a9256f",39,1,11,82,82,"England and Wales: 2007-2011"
7150,2008,2008-05-02,"F","L",357500,"EC4V 3PA","E09000001","{5E422FB2-6B3B-4E94-92E5-76591765981A}","786605046852012051018462992920199",50,2,11,74,76,"England and Wales: 2007 onwards"
8700,2012,2012-08-16,"F","L",435000,"EC4V 3PA","E09000001","{0B378E40-F8E4-432E-B8BE-1CE960E699A4}","786605046852012051018462992920199",50,2,11,74,76,"England and Wales: 2007 onwards"
16500,2018,2018-10-25,"F","L",825000,"EC2Y 9BA","E09000001","{7C2D06FF-9E8D-4963-E053-6B04A8C07B97}","ea3fc04615df5941f6fd749984350818cc6428f4a0062636c153f134bb133ddd",50,2,11,83,83,"England and Wales: 2007-2011"
2291.66666666667,1997,1997-02-28,"F","L",165000,"EC2Y 8AH","E09000001","{6ACFF3C6-9BB8-42D9-885B-C32DA42E099B}","9db368f0a9be520dc87339e33d34ca844601c9c79d5078e2a9696a6b25d1fe58",72,3,11,75,80,"England and Wales: 1996-2002"
17844.8275862069,2018,2018-11-21,"F","L",517500,"EC2Y 8BT","E09000001","{7E86B6FA-6EE5-458C-E053-6B04A8C0C84C}","1061260179602014010915430212770348",29,1,12,40,48,"England and Wales: 1967-1975"
15551.724137931,2014,2014-03-25,"F","L",451000,"EC2Y 8BT","E09000001","{4F01C14B-A10D-4308-BD30-25E4B8EE8452}","1061260179602014010915430212770348",29,1,12,40,48,"England and Wales: 1967-1975"
2560.81946222791,1997,1997-04-02,"F","L",200000,"EC2Y 8AH","E09000001","{B1A86ACC-2953-4B2A-890D-6E4EFA21D3EB}","512888089922010071307273177028070",78.1,3,12,80,83,"England and Wales: 1996-2002"
6401.98463508323,2010,2010-12-16,"F","L",499995,"EC2Y 8AH","E09000001","{3CD7F9BF-E2FF-468B-9190-20A451F70A55}","512888089922010071307273177028070",78.1,3,12,80,83,"England and Wales: 1996-2002"
4545.45454545455,2004,2004-07-02,"F","L",355000,"EC2Y 8AH","E09000001","{A51B27A8-008D-4452-B322-2AF6F525B554}","512888089922010071307273177028070",78.1,3,12,80,83,"England and Wales: 1996-2002"
1774.1935483871,2000,2000-01-17,"F","F",110000,"EC2Y 8AH","E09000001","{5A24743F-373F-41A2-9F1D-5EDA1F0BBE3E}","b7e3bee61f24e65e7d450e5a898660253fb4e37a29a539f1a79f5ffd54d60f6d",62,3,11,70,85,"England and Wales: 1976-1982"
