"priceper","year","dateoftransfer","propertytype","duration","price","postcode","lad23cd","transactionid","lmk_key","tfarea","numberrooms","classt","CURRENT_ENERGY_EFFICIENCY","POTENTIAL_ENERGY_EFFICIENCY","CONSTRUCTION_AGE_BAND"
10033.8983050847,2017,2017-06-23,"F","L",592000,"EC3N 2NU","E09000001","{55BDCAE6-41CD-521D-E053-6B04A8C0DD7A}","1048717069512016031616333197960118",59,2,11,59,64,"England and Wales: 1996-2002"
6050.84745762712,2002,2002-12-06,"F","L",357000,"EC3N 2NU","E09000001","{7D9129BE-F7CA-4BFD-B03A-0806E2174E1C}","1048717069512016031616333197960118",59,2,11,59,64,"England and Wales: 1996-2002"
3808.33333333333,2000,2000-12-05,"F","L",114250,"EC4A 2EJ","E09000001","{84F71DEE-EB17-4A58-B20E-FCB2077C2398}","1803307716012020061518050524900371",30,1,11,73,80,"England and Wales: before 1900"
16923.0769230769,2017,2017-10-02,"F","L",880000,"EC1A 7BB","E09000001","{666758D6-737B-3363-E053-6B04A8C0D74E}","1568234719962017081717080363238113",52,NA,11,83,83,"NO DATA!"
16060.6060606061,2017,2017-12-19,"F","L",1060000,"EC1A 7BB","E09000001","{7C2D06FF-9FAB-4963-E053-6B04A8C07B97}","1568366359702017081716441955339038",66,NA,11,85,85,"NO DATA!"
16813.7254901961,2018,2018-01-04,"F","L",857500,"EC1A 7BB","E09000001","{7C2D06FF-9FAD-4963-E053-6B04A8C07B97}","1590091466512017111614172990939157",51,NA,11,84,84,"NO DATA!"
7653.53742766474,2010,2010-12-01,"F","L",410000,"EC3N 2NU","E09000001","{72E10356-F674-4BB8-B585-95BDD6A4BEA5}","237678332132009022309404100268209",53.57,2,12,83,85,"England and Wales: 2003-2006"
6990.85308941572,2002,2002-12-02,"F","L",374500,"EC3N 2NU","E09000001","{A6928A54-75B8-4615-A92F-6FA12FFADBDC}","237678332132009022309404100268209",53.57,2,12,83,85,"England and Wales: 2003-2006"
5878.03085966201,2003,2003-01-28,"F","L",320000,"EC3N 2NU","E09000001","{737D446E-FB7D-40D5-AC20-8337527F60B2}","232784512112009021110443306910550",54.44,2,12,84,86,"England and Wales: 2003-2006"
5263.15789473684,2003,2003-01-17,"F","L",300000,"EC3N 2NU","E09000001","{B65A2C1A-9EDD-4609-8B5F-5CCD416D29B3}","9dcd6e333d0922ca0a1dc9d27922ee541af06c50063180c5241348991722d54f",57,2,11,80,81,"England and Wales: 1996-2002"
8684.21052631579,2017,2017-11-30,"F","L",495000,"EC3N 2NU","E09000001","{61D8894E-25FC-3DE6-E053-6C04A8C01207}","9dcd6e333d0922ca0a1dc9d27922ee541af06c50063180c5241348991722d54f",57,2,11,80,81,"England and Wales: 1996-2002"
5649.12280701754,2008,2008-02-21,"F","L",322000,"EC3N 2NU","E09000001","{10B0C5C8-B4C5-4A63-B596-893EFF5061A1}","9dcd6e333d0922ca0a1dc9d27922ee541af06c50063180c5241348991722d54f",57,2,11,80,81,"England and Wales: 1996-2002"
6727.48004561003,2002,2002-12-02,"F","L",295000,"EC3N 2NU","E09000001","{CE7860D6-46BE-46A3-8359-FF62039BD789}","180116420202008111612595257489828",43.85,2,12,66,82,"England and Wales: 2003-2006"
1892.09920736385,1998,1998-06-12,"F","L",74000,"EC4A 2EJ","E09000001","{C6E87EAA-48DF-41D5-9037-380A34C2B76D}","243645657132009031307173623968605",39.11,1,11,53,54,"England and Wales: 1930-1949"
6666.66666666667,2003,2003-09-17,"F","L",320000,"EC3N 2NU","E09000001","{D507D610-EF26-46F6-8FCD-D6FF4FF1D6E9}","70191472502020063020163545407708",48,2,11,80,83,"England and Wales: 1996-2002"
7604.16666666667,2010,2010-03-24,"F","L",365000,"EC3N 2NU","E09000001","{15947D59-61B8-44BC-973C-0A513C7391CF}","70191472502020063020163545407708",48,2,11,80,83,"England and Wales: 1996-2002"
8333.33333333333,2012,2012-04-11,"F","L",400000,"EC3N 2NU","E09000001","{D10267AB-6F4E-4178-B692-D75EC704BC81}","70191472502020063020163545407708",48,2,11,80,83,"England and Wales: 1996-2002"
5983.27566320646,2003,2003-09-01,"F","L",415000,"EC3N 2NU","E09000001","{9A67953E-1932-4413-B69A-9E0F1A4CBFD7}","303520538552009061720053202910563",69.36,3,11,78,79,"England and Wales: 2003-2006"
7208.75144175317,2009,2009-11-30,"F","L",499999,"EC3N 2NU","E09000001","{693CB304-3053-4C9B-BE64-A945803B1E82}","303520538552009061720053202910563",69.36,3,11,78,79,"England and Wales: 2003-2006"
6607.9295154185,2002,2002-12-18,"F","L",345000,"EC3N 2NU","E09000001","{0AC94AC8-ECE0-42F6-9602-6DFDB74A6971}","182697150142008110116253756382788",52.21,2,12,82,82,"England and Wales: 1996-2002"
5973.45132743363,2003,2003-01-21,"F","L",405000,"EC3N 2NU","E09000001","{A374E4EB-2D59-4E28-997D-D60CAECF9835}","254956870222009032409103409178641",67.8,3,12,83,85,"England and Wales: 2003-2006"
8603.23886639676,2007,2007-08-16,"F","L",340000,"EC3N 2NU","E09000001","{217C4CA7-FE9C-4019-8BC4-DD73184525DF}","309710050962009062123381973618351",39.52,2,12,68,85,"England and Wales: 2003-2006"
8223.68421052631,2003,2003-04-10,"F","L",325000,"EC3N 2NU","E09000001","{0268F294-DD52-4E91-A986-890482707C47}","309710050962009062123381973618351",39.52,2,12,68,85,"England and Wales: 2003-2006"
3125,1998,1998-09-28,"F","L",175000,"EC2M 4NR","E09000001","{E1E86DC5-3610-4848-9DF3-AB6C9AB17FD8}","181872399702015072213542953352398",56,2,11,47,72,"England and Wales: 1996-2002"
9553.57142857143,2015,2015-12-09,"F","L",535000,"EC2M 4NR","E09000001","{2AC10E4F-CF08-1AF6-E050-A8C063052BA1}","181872399702015072213542953352398",56,2,11,47,72,"England and Wales: 1996-2002"
3488.37209302326,1998,1998-09-15,"F","L",150000,"EC2M 4NR","E09000001","{D5B3BACD-5855-4F11-A0A1-F9CA13D12034}","6e4264306b6c7a601153e62441919cccd7f7895a3a1af296f966e76f11148225",43,2,11,67,82,"England and Wales: 1983-1990"
7674.41860465116,1999,1999-03-23,"F","L",330000,"EC2M 4NR","E09000001","{32E4C868-50EB-4CDE-B37F-87B0EEC4A52F}","6e4264306b6c7a601153e62441919cccd7f7895a3a1af296f966e76f11148225",43,2,11,67,82,"England and Wales: 1983-1990"
18611.1111111111,2018,2018-01-02,"F","L",1675000,"EC1A 7BB","E09000001","{7C2D06FF-9FB2-4963-E053-6B04A8C07B97}","1590281007112017111614185190939659",90,NA,11,83,83,"NO DATA!"
18528,2017,2017-12-20,"F","L",926400,"EC1A 7BB","E09000001","{7C2D06FF-9FA6-4963-E053-6B04A8C07B97}","1590236837812017111614190190939654",50,NA,11,85,85,"NO DATA!"
3188.77551020408,1998,1998-09-25,"F","L",175000,"EC2M 4NR","E09000001","{15CBDC3E-E779-41F9-A1FE-8DFD002027FF}","326537380902009071416504165419348",54.88,2,12,78,85,"England and Wales: 1983-1990"
7462.67164179104,2009,2009-06-18,"F","L",499999,"EC3N 2NU","E09000001","{6483E43B-A3D7-4DDA-BBB7-781F28F2FF11}","873901509962013012019433214788167",67,3,12,74,76,"England and Wales: 1996-2002"
11283.5820895522,2018,2018-01-10,"F","L",756000,"EC3N 2NU","E09000001","{64342BFE-91F9-422C-E053-6C04A8C0FB8A}","873901509962013012019433214788167",67,3,12,74,76,"England and Wales: 1996-2002"
6268.65671641791,2003,2003-01-17,"F","L",420000,"EC3N 2NU","E09000001","{FF823372-A030-42D6-A6DF-37FCBE2DA533}","873901509962013012019433214788167",67,3,12,74,76,"England and Wales: 1996-2002"
10447.0149253731,2013,2013-05-17,"F","L",699950,"EC3N 2NU","E09000001","{4E8D5951-2CCD-4988-9F62-5F4EF8B7E7BE}","873901509962013012019433214788167",67,3,12,74,76,"England and Wales: 1996-2002"
5087.50508750509,2009,2009-06-23,"F","L",250000,"EC2M 4NR","E09000001","{84BCEFB0-98ED-461E-AECA-D04EA0E67C8F}","53099370962009021711451177528791",49.14,2,12,42,68,"England and Wales: 1976-1982"
3306.87830687831,1998,1998-09-25,"F","L",162500,"EC2M 4NR","E09000001","{D8C879D2-0F5D-4FDD-A7E0-FAA8DFD5EC62}","53099370962009021711451177528791",49.14,2,12,42,68,"England and Wales: 1976-1982"
5254.04870812214,2003,2003-09-04,"F","L",425000,"EC3N 2NU","E09000001","{F96C8F25-0AF5-487F-A63F-8C51A4E61BBD}","282326170442009051509081361119148",80.89,3,12,82,84,"England and Wales: 2003-2006"
3804.34782608696,1999,1999-08-06,"F","L",175000,"EC4A 4AX","E09000001","{EBAD6AE9-D8F0-403F-849E-BC4F707A7098}","1413269359742016041409490246269868",46,2,11,70,77,"England and Wales: before 1900"
3434.78260869565,1998,1998-06-19,"F","L",158000,"EC4A 4AX","E09000001","{46FAF8F9-D483-464A-AE9E-29E07F5DB558}","1413269359742016041409490246269868",46,2,11,70,77,"England and Wales: before 1900"
12717.3913043478,2016,2016-10-04,"F","L",585000,"EC4A 4AX","E09000001","{404A5AF3-C757-CD2B-E050-A8C063055C7B}","1413269359742016041409490246269868",46,2,11,70,77,"England and Wales: before 1900"
15522.3880597015,2017,2017-10-02,"F","L",1040000,"EC1A 7BB","E09000001","{666758D6-7381-3363-E053-6B04A8C0D74E}","1568551221052017081716380095930658",67,NA,11,85,85,"NO DATA!"
13365.3846153846,2014,2014-03-25,"F","L",695000,"EC4V 6DX","E09000001","{EA9EA878-443E-435E-91C7-14CB955DC66B}","1085509882432014021416355917978506",52,NA,12,80,80,"NO DATA!"
8055.55555555556,2021,2021-09-30,"F","L",870000,"EC4V 5EG","E09000001","{D4D42646-11D9-27F6-E053-6C04A8C0A572}","292088252022020030815553512758810",108,2,12,78,78,"England and Wales: 1996-2002"
7853.57375624593,2010,2010-12-08,"F","L",361500,"EC2M 4NR","E09000001","{A090DD6E-1E56-4A4D-A0FB-C6B37A9D453D}","496994109922010101213061776098630",46.03,2,12,71,81,"England and Wales: 1967-1975"
7210.45515998197,2008,2008-03-11,"F","L",320000,"EC3N 2NU","E09000001","{DE38E4F6-D610-4FDF-B44A-BC831BEA3954}","397386770222009122221373009398061",44.38,2,12,64,82,"England and Wales: 2003-2006"
6534.47498873366,2002,2002-12-20,"F","L",290000,"EC3N 2NU","E09000001","{3A7BEA13-B90C-4ABD-AA11-39FD055036A0}","397386770222009122221373009398061",44.38,2,12,64,82,"England and Wales: 2003-2006"
9463.72239747634,2012,2012-10-22,"F","L",420000,"EC3N 2NU","E09000001","{3A60913A-E893-4CBD-B014-D700A97FF014}","397386770222009122221373009398061",44.38,2,12,64,82,"England and Wales: 2003-2006"
16591.8367346939,2017,2017-12-21,"F","L",813000,"EC1A 7BB","E09000001","{7C2D06FF-9FA5-4963-E053-6B04A8C07B97}","1590068507712017111614185490939058",49,NA,11,85,85,"NO DATA!"
8333.33333333333,2011,2011-06-23,"F","L",250000,"EC4A 2EJ","E09000001","{26A8349C-78BD-4ED3-A17F-40C698C344FF}","619231814932011042009060757968909",30,1,11,75,75,"England and Wales: 1900-1929"
13000,2020,2020-04-22,"F","L",390000,"EC4A 2EJ","E09000001","{A96E4ACB-CF8E-9205-E053-6C04A8C0DA09}","619231814932011042009060757968909",30,1,11,75,75,"England and Wales: 1900-1929"
7518.7969924812,2009,2009-10-30,"F","L",340000,"EC3N 2NU","E09000001","{68ED8E30-6FEE-474A-8F05-CF1D7A9B956C}","170495610502009080309155757310398",45.22,2,12,78,80,"England and Wales: 1996-2002"
9972.63323901851,2011,2011-10-07,"T","F",2150000,"EC2Y 8BH","E09000001","{9CACF2BA-1C64-421B-B5D8-158101F9A1CA}","639762449102011060916320683790888",215.59,7,11,3,3,"England and Wales: 1967-1975"
11145.8333333333,2022,2022-07-22,"F","L",535000,"EC3N 2NU","E09000001","{E7B085FC-8A06-7E31-E053-6C04A8C0E67F}","1048694049252020072016225627200016",48,2,11,81,86,"England and Wales: 1996-2002"
6875,2003,2003-04-30,"F","L",330000,"EC3N 2NU","E09000001","{D68DB50E-B3BC-4645-95D2-0AABCF30C82D}","1048694049252020072016225627200016",48,2,11,81,86,"England and Wales: 1996-2002"
6917.54288876591,2011,2011-05-16,"F","L",375000,"EC3N 2NU","E09000001","{A2357323-1D03-4B49-9548-86B2B019E71A}","575679549642010122013005186202608",54.21,2,11,75,83,"England and Wales: 1996-2002"
6105.88452315071,2003,2003-05-21,"F","L",331000,"EC3N 2NU","E09000001","{59C5B8C1-F8BD-46F3-BFB9-D4E9462D6205}","575679549642010122013005186202608",54.21,2,11,75,83,"England and Wales: 1996-2002"
5672.38516878805,2005,2005-04-25,"F","L",307500,"EC3N 2NU","E09000001","{D027AFAB-795D-46B9-8762-5F937ABFEFAB}","575679549642010122013005186202608",54.21,2,11,75,83,"England and Wales: 1996-2002"
5568.62745098039,2003,2003-05-30,"F","L",284000,"EC3N 2NU","E09000001","{AA99ED1D-A4E8-418B-9A83-32582A8F60C6}","1048842799062017080217331246658483",51,2,11,79,85,"England and Wales: 1996-2002"
6082.58928571429,2003,2003-05-30,"F","L",327000,"EC3N 2NU","E09000001","{0C39DE69-66D3-402E-A448-5DADC0ACC2B7}","653043504552011071410481293990782",53.76,2,12,70,72,"England and Wales: 1996-2002"
14127.6595744681,2016,2016-03-31,"F","L",664000,"EC4A 4AX","E09000001","{31FB4C17-B11A-57B9-E050-A8C063053436}","169071232222020062302180492328230",47,2,12,70,82,"England and Wales: 1900-1929"
3258.74429719748,1998,1998-09-15,"F","L",150000,"EC2M 4NR","E09000001","{E2CDB34F-980A-4149-9342-F57A98B273DC}","496994100152010060916061198000377",46.03,2,12,65,81,"England and Wales: 1996-2002"
6626.11340430154,2010,2010-06-15,"F","L",305000,"EC2M 4NR","E09000001","{8538A60D-86EB-49D3-B844-DEC9704E755C}","496994100152010060916061198000377",46.03,2,12,65,81,"England and Wales: 1996-2002"
7169.23745383446,1999,1999-03-23,"F","L",330000,"EC2M 4NR","E09000001","{23D2F1BA-C342-4D7B-B771-6BD338109789}","496994100152010060916061198000377",46.03,2,12,65,81,"England and Wales: 1996-2002"
3478.26086956522,1998,1998-06-19,"F","L",160000,"EC4A 4AX","E09000001","{63769D5D-E8CA-451B-82F7-53823A3B1C5F}","fc49105f430684ff9da41477204308f54f30f76453b19c9e1abfa980d77de4b8",46,2,11,77,87,"England and Wales: 1996-2002"
5533.42186808322,2009,2009-06-24,"F","L",250000,"EC2M 4NR","E09000001","{A136CC4C-5816-4BD7-86F7-2E13CC949DD7}","57841637212009021715154908910852",45.18,2,12,42,68,"England and Wales: 1976-1982"
4980.0796812749,2005,2005-09-29,"F","L",225000,"EC2M 4NR","E09000001","{27CB974A-8FCD-4EC8-8C9A-AE78CD875BD7}","57841637212009021715154908910852",45.18,2,12,42,68,"England and Wales: 1976-1982"
3541.38999557326,1998,1998-10-09,"F","L",160000,"EC2M 4NR","E09000001","{A4B3BC0C-E6F6-4521-B107-67DB5DCD6B0E}","57841637212009021715154908910852",45.18,2,12,42,68,"England and Wales: 1976-1982"
2336.95652173913,1999,1999-05-14,"F","L",215000,"EC4V 5DR","E09000001","{8C55C364-86C3-4708-B7D9-E9CAE2928DD6}","834023241232012091210155292978002",92,4,11,57,76,"England and Wales: 1996-2002"
2989.13043478261,2001,2001-09-03,"F","L",275000,"EC4V 5DR","E09000001","{76599975-46EE-4BB5-A4D6-3DB337A3A9C1}","834023241232012091210155292978002",92,4,11,57,76,"England and Wales: 1996-2002"
6141.30434782609,2012,2012-12-17,"F","L",565000,"EC4V 5DR","E09000001","{5C8378D7-5ECB-4F81-BB11-CB60DF81CFC2}","834023241232012091210155292978002",92,4,11,57,76,"England and Wales: 1996-2002"
17483.2,2018,2018-01-04,"F","L",874160,"EC1A 7BB","E09000001","{7C2D06FF-9FB1-4963-E053-6B04A8C07B97}","1590066509842017111614171956539268",50,NA,11,81,81,"NO DATA!"
20182.4324324324,2017,2017-12-20,"F","L",1493500,"EC1A 7BB","E09000001","{8355F008-A4D8-55C5-E053-6B04A8C0D090}","1590272009602017111614190552539568",74,NA,11,85,85,"NO DATA!"
15676.4705882353,2023,2023-05-23,"F","L",799500,"EC1A 7BB","E09000001","{FFA361DA-7D37-8A03-E053-4804A8C01F61}","1568353659942017081716545953339538",51,NA,11,85,85,"NO DATA!"
16862.7450980392,2017,2017-09-28,"F","L",860000,"EC1A 7BB","E09000001","{666758D6-7374-3363-E053-6B04A8C0D74E}","1568353659942017081716545953339538",51,NA,11,85,85,"NO DATA!"
5536.3321799308,2003,2003-06-24,"F","L",320000,"EC3N 2NU","E09000001","{550EE5DB-F338-474C-A81D-B86B6EA9CD2F}","744854389222012020211484525138282",57.8,2,12,65,80,"England and Wales: 1996-2002"
5849.09339052447,2003,2003-04-30,"F","L",300000,"EC3N 2NU","E09000001","{613D2E40-0331-47D8-9BC1-E71893D663DC}","194623345052008112314205806989654",51.29,2,11,58,77,"England and Wales: 1996-2002"
5556.63872099824,2006,2006-11-20,"F","L",285000,"EC3N 2NU","E09000001","{4BE7616D-19C6-475D-8978-3543B4FD77D2}","194623345052008112314205806989654",51.29,2,11,58,77,"England and Wales: 1996-2002"
11955.5935098207,2011,2011-01-26,"F","L",560000,"EC4V 5DR","E09000001","{3684EF7C-8B6D-4DBF-8D0D-90387D7A9E9E}","559948510912010110219473893009087",46.84,3,11,54,75,"England and Wales: 1900-1929"
4376.60119555935,1999,1999-06-03,"F","L",205000,"EC4V 5DR","E09000001","{21DF43C7-F4FE-4B6E-BB86-A4654F67FDDC}","559948510912010110219473893009087",46.84,3,11,54,75,"England and Wales: 1900-1929"
7302.60155180283,2003,2003-06-24,"F","L",320000,"EC3N 2NU","E09000001","{895E476B-A4B6-4196-8EA5-BF50DDF21A97}","744872628152012020211470891220896",43.82,2,12,73,84,"England and Wales: 1996-2002"
4818.358291736,2004,2004-09-20,"F","L",347500,"EC2Y 8AU","E09000001","{C5096E48-0DE4-4993-B2AE-7FFC7BD87C5E}","636193706932011060122574646068102",72.12,3,11,65,67,"England and Wales: 1967-1975"
1733.22240709928,1997,1997-08-01,"F","L",125000,"EC2Y 8AU","E09000001","{3E50135F-78CA-4653-B020-9D02AD911CFB}","636193706932011060122574646068102",72.12,3,11,65,67,"England and Wales: 1967-1975"
7626.17859123683,2011,2011-12-16,"F","L",550000,"EC2Y 8AU","E09000001","{B094934C-2DA7-4798-AC51-5A27BC2EBC16}","636193706932011060122574646068102",72.12,3,11,65,67,"England and Wales: 1967-1975"
6396.55172413793,2002,2002-12-17,"F","L",371000,"EC3N 2NU","E09000001","{17E9AAF6-F64E-4DD7-B23B-0787B3F38300}","741bca3c723a8e8733bfe5203c1568b9e12902da14b4873efbefeae926a037fc",58,2,11,75,78,"England and Wales: 1900-1929"
3799.01960784314,2001,2001-05-23,"F","L",248000,"EC2M 4NR","E09000001","{72C11CC7-0361-49D2-8A9A-308F5AADE2B1}","147954710262009062508251041348271",65.28,2,12,20,22,"England and Wales: before 1900"
2732.55813953488,1998,1998-08-14,"F","L",235000,"EC4A 3AS","E09000001","{7B466F72-7EEE-4FF8-B611-DF24062B0497}","29d4ee83a4dd65141f5ba21b177b41172f1bef999d7e6b066fd62ee45ea00c23",86,3,11,78,84,"England and Wales: 1996-2002"
5919.28251121076,2002,2002-12-02,"F","L",330000,"EC3N 2NU","E09000001","{D1339958-7E94-4C34-AFAD-369770BBDAAE}","176654150002008110610074853382588",55.75,2,12,72,72,"England and Wales: 1996-2002"
3618.18181818182,2004,2004-07-07,"F","L",199000,"EC2Y 8DY","E09000001","{19A2FC2B-602E-4B60-972F-DD84F86EA9BF}","1069849839302014011319574315849378",55,3,11,80,82,"England and Wales: 1996-2002"
10000,2022,2022-03-31,"F","L",550000,"EC2Y 8DY","E09000001","{F87E72F9-3911-176C-E053-6B04A8C0D2BE}","1069849839302014011319574315849378",55,3,11,80,82,"England and Wales: 1996-2002"
3675.79617834395,1998,1998-02-27,"F","L",288550,"EC4A 3AS","E09000001","{C9347DFB-ADB8-49BF-BAB8-6D929CEBF5C0}","449400949642010030522390379300458",78.5,3,12,79,82,"England and Wales: 1983-1990"
6751.5923566879,2007,2007-04-05,"F","L",530000,"EC4A 3AS","E09000001","{9584884E-ACF3-4303-84F3-242014697109}","449400949642010030522390379300458",78.5,3,12,79,82,"England and Wales: 1983-1990"
10370.3703703704,2017,2017-11-09,"F","L",560000,"EC3N 2NU","E09000001","{61D8894E-2602-3DE6-E053-6C04A8C01207}","1048749379502017033009465818639668",54,2,12,65,68,"England and Wales: 1996-2002"
5650.25857115495,2006,2006-04-28,"F","L",295000,"EC3N 2NU","E09000001","{2D223187-50F6-4CF6-94AB-9CC9CF410EF5}","176248710302008102617325755382228",52.21,2,12,83,83,"England and Wales: 1996-2002"
6320.62823213944,2003,2003-09-16,"F","L",330000,"EC3N 2NU","E09000001","{791BEF98-9F65-4143-839F-65000761B3B0}","176248710302008102617325755382228",52.21,2,12,83,83,"England and Wales: 1996-2002"
10156.25,2014,2014-01-29,"F","L",1462500,"EC3R 8DN","E09000001","{25A6289A-0C70-4932-8A39-6E9EDB0F1633}","1059572452952013121610000995979915",144,NA,12,84,84,"NO DATA!"
6874.22509987602,2003,2003-01-20,"F","L",499000,"EC3N 2NU","E09000001","{5EB5440E-A28E-4FE0-8342-D54FA127AAEC}","205220582832008121820204676968793",72.59,3,12,77,79,"England and Wales: 1996-2002"
9436.56150984984,2007,2007-08-01,"F","L",685000,"EC3N 2NU","E09000001","{8350F663-16F9-4846-B0FB-06A394419E9A}","205220582832008121820204676968793",72.59,3,12,77,79,"England and Wales: 1996-2002"
12549.0196078431,2012,2012-11-29,"F","L",640000,"EC3N 2NU","E09000001","{D3DA23C9-DA63-413B-8ECA-2881652B72F7}","810691999542012070613520293920958",51,3,11,85,86,"England and Wales: 1996-2002"
8480.39215686274,2002,2002-12-06,"F","L",432500,"EC3N 2NU","E09000001","{A43B056C-9E4B-4720-9F5B-3171D6BA5349}","810691999542012070613520293920958",51,3,11,85,86,"England and Wales: 1996-2002"
6398.53747714808,2011,2011-06-08,"F","L",350000,"EC3N 2NU","E09000001","{9A84AF4F-5997-4F71-B09C-E21D93C1648C}","584410999222011012515253933458429",54.7,2,11,67,79,"England and Wales: 1996-2002"
5118.82998171846,2002,2002-11-18,"F","L",280000,"EC3N 2NU","E09000001","{23C97235-4810-4281-9FA0-54EE63466089}","584410999222011012515253933458429",54.7,2,11,67,79,"England and Wales: 1996-2002"
5714.28571428571,2003,2003-01-03,"F","L",320000,"EC3N 2NU","E09000001","{44006A54-119B-4767-B34E-6608D6473446}","1048865297832018030517302401078906",56,2,11,80,86,"England and Wales: 2003-2006"
5616.88311688312,2003,2003-03-07,"F","L",432500,"EC3N 2NU","E09000001","{7DF43D4E-D950-4D28-86FB-D8C6264D86DE}","1048726779302015042011561212652808",77,3,11,71,83,"England and Wales: 2003-2006"
9480.51948051948,2018,2018-11-28,"F","L",730000,"EC3N 2NU","E09000001","{7E86B6FB-1C68-458C-E053-6B04A8C0C84C}","1048726779302015042011561212652808",77,3,11,71,83,"England and Wales: 2003-2006"
18816,2017,2017-12-21,"F","L",940800,"EC1A 7BB","E09000001","{80E1AA97-A96B-7BF8-E053-6C04A8C00BF2}","1590173279962017111614191545168243",50,NA,11,84,84,"NO DATA!"
16495.7264957265,2018,2018-05-04,"F","L",1930000,"EC1A 7BB","E09000001","{7E86B6FA-6FCB-458C-E053-6B04A8C0C84C}","1590267709442017111614183554539468",117,NA,11,84,84,"NO DATA!"
17803.9215686275,2017,2017-09-28,"F","L",908000,"EC1A 7BB","E09000001","{666758D6-732A-3363-E053-6B04A8C0D74E}","1568610219962017081717045773738273",51,NA,11,85,85,"NO DATA!"
2899.48453608247,2002,2002-03-15,"F","L",135000,"EC2Y 8DY","E09000001","{96C9559C-BEA9-4279-83AD-502AB42EFC7F}","430739529062010020309141202328110",46.56,2,12,83,86,"England and Wales: 1996-2002"
3329.03780068729,2005,2005-06-03,"F","L",155000,"EC2Y 8DY","E09000001","{2E318A42-8540-4315-BA42-16EC9E740882}","430739529062010020309141202328110",46.56,2,12,83,86,"England and Wales: 1996-2002"
4188.14432989691,2010,2010-09-01,"F","L",195000,"EC2Y 8DY","E09000001","{BD396181-1CC6-4DA2-A8B7-D907E6DFB0AB}","430739529062010020309141202328110",46.56,2,12,83,86,"England and Wales: 1996-2002"
9870.12987012987,2014,2014-01-29,"F","L",760000,"EC3R 8DN","E09000001","{2543208F-B7D8-4D81-ACF7-97E9B2B0AE07}","1059485872352013121312584195979813",77,NA,11,82,82,"NO DATA!"
3615.12791991101,1998,1998-09-24,"F","L",162500,"EC2M 4NR","E09000001","{1DF3DE38-A7EA-4537-8E0A-FB16264D104F}","245499397132009031614150259968209",44.95,2,12,50,70,"England and Wales: before 1900"
5319.55606582472,2003,2003-05-06,"F","L",139000,"EC4A 2EJ","E09000001","{88C5E831-EC5E-4667-9CD9-516F053EF276}","146671176052008100718400505089659",26.13,1,12,75,76,"England and Wales: 1900-1929"
6888.6337543054,2004,2004-09-22,"F","L",180000,"EC4A 2EJ","E09000001","{EC603891-BC72-4AC7-A8C0-B0B0FC0FCE87}","146671176052008100718400505089659",26.13,1,12,75,76,"England and Wales: 1900-1929"
3863.13465783664,2009,2009-06-23,"F","L",175000,"EC2Y 8DY","E09000001","{DD996909-4A1B-4FDA-B724-E548357D646B}","186503350962008111717564404338668",45.3,2,12,84,87,"England and Wales: 1996-2002"
3532.00883002208,2004,2004-07-16,"F","L",160000,"EC2Y 8DY","E09000001","{7FD24CBE-C018-40F5-A7EA-46AFB34CCE5C}","186503350962008111717564404338668",45.3,2,12,84,87,"England and Wales: 1996-2002"
6808.82352941176,2003,2003-02-28,"F","L",463000,"EC3N 2NU","E09000001","{94D937D2-3F5B-4170-BBA2-BF3857396886}","8acc685cdf911db823845bb196eb55b3cec6b94b5bdfb4120e0362a22c412169",68,2,11,68,80,"England and Wales: 1950-1966"
10845.5882352941,2022,2022-10-21,"F","L",737500,"EC3N 2NU","E09000001","{FD226036-0DF9-4CB7-E053-4804A8C00430}","8acc685cdf911db823845bb196eb55b3cec6b94b5bdfb4120e0362a22c412169",68,2,11,68,80,"England and Wales: 1950-1966"
15000,2018,2018-01-03,"F","L",735000,"EC1A 7BB","E09000001","{773788C2-3322-2CE4-E053-6C04A8C05E57}","1590048756412017111614174390939052",49,NA,11,83,83,"NO DATA!"
6956.77915926584,2011,2011-08-03,"F","L",352500,"EC3N 2NU","E09000001","{795BBE7F-DF0E-43D7-937B-379BD4811399}","207428410402009010515501052682128",50.67,2,12,84,86,"England and Wales: 2003-2006"
6354.84507598184,2002,2002-11-27,"F","L",322000,"EC3N 2NU","E09000001","{4EE43F0C-7CA5-4964-B8D6-1EA0BBCA8C34}","207428410402009010515501052682128",50.67,2,12,84,86,"England and Wales: 2003-2006"
6300,2015,2015-02-20,"F","L",315000,"EC2Y 8DY","E09000001","{8FFF28C8-863A-4E8A-9B4A-4F977ACF2A1A}","186503349042019081103442455410538",50,2,12,79,80,"England and Wales: 1996-2002"
9300,2020,2020-10-23,"F","L",465000,"EC2Y 8DY","E09000001","{B82222ED-1674-6691-E053-6B04A8C02FB2}","186503349042019081103442455410538",50,2,12,79,80,"England and Wales: 1996-2002"
17150,2018,2018-01-03,"F","L",891800,"EC1A 7BB","E09000001","{773788C2-3321-2CE4-E053-6C04A8C05E57}","1590246509702017111614175052539968",52,NA,11,85,85,"NO DATA!"
18986.4864864865,2017,2017-12-14,"F","L",1405000,"EC1A 7BB","E09000001","{773788C2-331B-2CE4-E053-6C04A8C05E57}","1590249209842017111614192050539968",74,NA,11,82,82,"NO DATA!"
